id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
129409102,,11200.0,11200.0,11200.0, 60 months,15.04,266.69,C,C4,Graphic Designer,4 years,RENT,46000.0,Source Verified,Mar-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=129409102,,debt_consolidation,Debt consolidation,970xx,OR,31.93,0.0,Sep-2005,705.0,709.0,2.0,29.0,,18.0,0.0,3958.0,34.7,32.0,w,9575.39,9575.39,3228.36,3228.36,1624.61,1603.75,0.0,0.0,0.0,Mar-2019,266.69,Apr-2019,Mar-2019,719.0,715.0,0.0,48.0,1.0,Joint App,101000.0,16.8,Not Verified,0.0,0.0,152698.0,1.0,14.0,1.0,1.0,9.0,148740.0,133.0,2.0,2.0,694.0,121.0,11400.0,0.0,1.0,4.0,3.0,8483.0,2306.0,23.1,0.0,0.0,141.0,149.0,3.0,3.0,0.0,31.0,,3.0,41.0,0.0,1.0,2.0,1.0,1.0,25.0,4.0,7.0,2.0,18.0,0.0,0.0,0.0,3.0,62.5,0.0,0.0,0.0,137673.0,152698.0,3000.0,126273.0,6576.0,595.0,599.0,Oct-2004,4.0,0.0,9.0,37.9,2.0,7.0,0.0,0.0,42.0,N,,,,,,,,,,,,,,,Cash,N,,,,,,
104320166,,16000.0,16000.0,16000.0, 36 months,14.99,554.57,C,C4,housekeeper,< 1 year,RENT,23000.0,Source Verified,Apr-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=104320166,,major_purchase,Major purchase,993xx,WA,7.15,0.0,Aug-2010,675.0,679.0,1.0,75.0,,6.0,0.0,6725.0,38.2,9.0,f,0.0,0.0,16114.461422221699,16114.46,16000.0,114.46,0.0,0.0,0.0,May-2017,16127.78,,Apr-2017,679.0,675.0,0.0,,1.0,Joint App,61000.0,2.7,Source Verified,0.0,0.0,6725.0,0.0,0.0,0.0,0.0,36.0,0.0,,1.0,3.0,3440.0,38.0,17600.0,1.0,0.0,1.0,3.0,1121.0,8339.0,44.4,0.0,0.0,36.0,80.0,7.0,7.0,0.0,7.0,75.0,1.0,75.0,0.0,4.0,5.0,4.0,5.0,1.0,6.0,8.0,5.0,6.0,0.0,0.0,0.0,1.0,88.9,50.0,0.0,0.0,17600.0,6725.0,15000.0,0.0,6725.0,720.0,724.0,Jul-2016,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
11276067,,3600.0,3600.0,3600.0, 36 months,8.9,114.32,A,A5,ANALYST,5 years,MORTGAGE,70000.0,Not Verified,Jan-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=11276067,,debt_consolidation,Debt consolidation,925xx,CA,4.01,0.0,Feb-1996,750.0,754.0,0.0,28.0,,6.0,0.0,3135.0,8.3,25.0,w,0.0,0.0,3678.15,3678.15,3600.0,78.15,0.0,0.0,0.0,May-2014,3449.51,,Mar-2019,704.0,700.0,0.0,,1.0,Individual,,,,0.0,0.0,3135.0,,,,,,,,,,,,39000.0,,,,2.0,627.0,35759.0,4.7,0.0,0.0,215.0,158.0,18.0,11.0,5.0,18.0,,12.0,,0.0,2.0,3.0,4.0,6.0,5.0,6.0,15.0,3.0,6.0,0.0,0.0,0.0,1.0,95.8,0.0,0.0,0.0,39000.0,3135.0,37800.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
120210608,,40000.0,40000.0,40000.0, 36 months,7.21,1238.93,A,A3,Software engineer ,10+ years,MORTGAGE,125000.0,Verified,Oct-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=120210608,,debt_consolidation,Debt consolidation,760xx,TX,10.06,0.0,Jul-2001,735.0,739.0,1.0,35.0,,16.0,0.0,70935.0,27.3,36.0,w,22182.83,22182.83,21045.79,21045.79,17817.17,3228.62,0.0,0.0,0.0,Mar-2019,1238.93,Apr-2019,Mar-2019,709.0,705.0,0.0,,1.0,Individual,,,,0.0,0.0,860918.0,3.0,1.0,2.0,2.0,3.0,11385.0,92.0,2.0,2.0,8635.0,40.0,112200.0,0.0,1.0,3.0,4.0,61494.0,31684.0,27.7,0.0,0.0,131.0,195.0,3.0,3.0,2.0,3.0,,1.0,,0.0,4.0,6.0,6.0,17.0,6.0,13.0,27.0,6.0,16.0,0.0,0.0,0.0,4.0,91.7,16.7,0.0,0.0,1000660.0,82320.0,43800.0,12420.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
24434940,,7500.0,7500.0,7500.0, 36 months,12.99,252.67,C,C1,Business Development Manager,2 years,MORTGAGE,130000.0,Not Verified,Aug-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=24434940,,debt_consolidation,Debt consolidation,760xx,TX,25.81,0.0,Mar-2002,670.0,674.0,0.0,42.0,,7.0,0.0,982.0,70.1,11.0,f,0.0,0.0,9113.4668183251,9113.47,7500.0,1598.47,15.000000007,0.0,0.0,Aug-2017,255.02,,Mar-2019,639.0,635.0,0.0,58.0,1.0,Individual,,,,0.0,0.0,130256.0,,,,,,,,,,,,1400.0,,,,2.0,18608.0,418.0,70.1,0.0,0.0,149.0,56.0,32.0,8.0,1.0,56.0,,16.0,,2.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,1.0,7.0,0.0,0.0,0.0,1.0,70.0,0.0,0.0,0.0,148736.0,130256.0,1400.0,98216.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
141664005,,10000.0,10000.0,10000.0, 36 months,18.94,366.26,D,D2,Nurse Practitioner ,3 years,MORTGAGE,85000.0,Not Verified,Nov-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=141664005,,debt_consolidation,Debt consolidation,283xx,NC,16.7,9.0,Aug-2002,660.0,664.0,0.0,19.0,,12.0,0.0,9160.0,64.1,41.0,w,8885.95,8885.95,1810.26,1810.26,1114.05,696.21,0.0,0.0,0.0,Mar-2019,366.26,Apr-2019,Mar-2019,654.0,650.0,0.0,19.0,1.0,Individual,,,,0.0,0.0,174857.0,1.0,3.0,1.0,3.0,6.0,165697.0,80.0,0.0,2.0,2396.0,71.0,14300.0,3.0,0.0,0.0,5.0,14571.0,2582.0,70.7,0.0,0.0,194.0,105.0,14.0,6.0,0.0,38.0,20.0,14.0,20.0,7.0,5.0,7.0,6.0,10.0,28.0,9.0,13.0,7.0,12.0,0.0,0.0,7.0,1.0,87.9,66.7,0.0,0.0,179443.0,174857.0,8800.0,165143.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
135963367,,20400.0,20400.0,20400.0, 60 months,17.47,512.17,D,D1,,,MORTGAGE,48660.0,Not Verified,Jun-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=135963367,,debt_consolidation,Debt consolidation,631xx,MO,37.19,0.0,Mar-2002,760.0,764.0,1.0,,,14.0,0.0,12543.0,29.4,18.0,w,18335.78,18335.78,4443.61,4443.61,2064.22,2379.39,0.0,0.0,0.0,Mar-2019,512.17,Apr-2019,Mar-2019,759.0,755.0,0.0,,1.0,Individual,,,,0.0,0.0,98803.0,1.0,3.0,2.0,4.0,5.0,38984.0,69.0,0.0,4.0,6148.0,52.0,42600.0,1.0,1.0,1.0,8.0,7600.0,25057.0,33.4,0.0,0.0,24.0,62.0,20.0,5.0,3.0,20.0,,5.0,,0.0,5.0,5.0,8.0,8.0,4.0,10.0,11.0,5.0,14.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,149503.0,51527.0,37600.0,56178.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
32199034,,6050.0,6050.0,6050.0, 36 months,16.29,213.57,D,D2,lead,7 years,RENT,30000.0,Verified,Oct-2014,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=32199034,,debt_consolidation,Debt consolidation,027xx,MA,5.16,0.0,Dec-2009,660.0,664.0,0.0,39.0,,4.0,0.0,2783.0,66.3,4.0,f,0.0,0.0,5969.01,5969.01,4441.37,1527.64,0.0,0.0,0.0,Mar-2017,213.57,,Feb-2019,499.0,0.0,0.0,,1.0,Individual,,,,0.0,0.0,2783.0,,,,,,,,,,,,4200.0,,,,1.0,696.0,101.0,94.9,0.0,0.0,,58.0,23.0,23.0,0.0,23.0,39.0,19.0,39.0,0.0,2.0,4.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,75.0,100.0,0.0,0.0,4200.0,2783.0,2000.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
57064632,,35000.0,35000.0,35000.0, 60 months,18.55,899.28,E,E2,Sr. Portfolio Manager,10+ years,MORTGAGE,414000.0,Source Verified,Aug-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=57064632,,debt_consolidation,Debt consolidation,941xx,CA,4.98,0.0,Nov-1994,685.0,689.0,0.0,32.0,,12.0,0.0,20826.0,58.3,41.0,w,13356.72,13356.72,38596.9,38596.9,21643.28,16953.62,0.0,0.0,0.0,Mar-2019,899.28,Apr-2019,Mar-2019,694.0,690.0,0.0,32.0,1.0,Individual,,,,0.0,0.0,1218550.0,,,,,,,,,,,,35700.0,,,,7.0,121855.0,7162.0,73.1,0.0,0.0,162.0,248.0,16.0,4.0,7.0,23.0,,6.0,,1.0,3.0,4.0,5.0,9.0,16.0,8.0,15.0,4.0,12.0,0.0,0.0,0.0,3.0,92.1,50.0,0.0,0.0,1248551.0,59328.0,26600.0,45040.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
38589634,,20000.0,20000.0,20000.0, 60 months,22.99,563.7,F,F1,,,MORTGAGE,85562.0,Verified,Jan-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=38589634,,debt_consolidation,Debt consolidation,773xx,TX,26.13,0.0,Nov-2003,680.0,684.0,2.0,,,12.0,0.0,14802.0,70.8,24.0,w,0.0,0.0,9989.94,9989.94,2636.6,4701.31,0.0,2652.03,477.3654,Feb-2016,563.7,,Oct-2016,554.0,550.0,0.0,,1.0,Individual,,,,0.0,0.0,230764.0,,,,,,,,,,,,20900.0,,,,7.0,19230.0,1502.0,85.6,0.0,0.0,134.0,95.0,6.0,6.0,4.0,6.0,,4.0,,0.0,4.0,7.0,4.0,4.0,10.0,8.0,10.0,7.0,12.0,0.0,0.0,0.0,3.0,100.0,75.0,0.0,0.0,261734.0,49413.0,10400.0,49317.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
5524842,,12500.0,12500.0,12500.0, 36 months,15.8,438.23,C,C3,american electric power,10+ years,MORTGAGE,77000.0,Verified,Jun-2013,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=5524842,,home_improvement,home improvement,431xx,OH,25.51,1.0,Mar-2000,690.0,694.0,1.0,13.0,,19.0,0.0,32169.0,73.4,50.0,w,0.0,0.0,1752.92,1752.92,1116.4,636.52,0.0,0.0,0.0,Oct-2013,438.23,,Mar-2019,659.0,655.0,0.0,,1.0,Individual,,,,0.0,0.0,457728.0,,,,,,,,,,,,43800.0,,,,12.0,25429.0,2476.0,84.3,0.0,0.0,156.0,160.0,1.0,1.0,5.0,1.0,,1.0,,0.0,4.0,5.0,5.0,13.0,21.0,11.0,24.0,5.0,19.0,0.0,0.0,0.0,6.0,98.0,40.0,0.0,0.0,529506.0,124151.0,15800.0,108477.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
